22-12-2023 01:03:30.524 [main] INFO  o.s.c.c.c.ConfigServicePropertySourceLocator.getRemoteEnvironment - Fetching config from server at : http://localhost:8888
22-12-2023 09:11:35.686 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 120 due to node -1 being disconnected (elapsed time since creation: 4ms, elapsed time since send: 4ms, request timeout: 30000ms)
22-12-2023 09:11:35.687 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:35.687 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:35.733 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-2, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:35.734 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-2, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 137 due to node -1 being disconnected (elapsed time since creation: 4ms, elapsed time since send: 4ms, request timeout: 30000ms)
22-12-2023 09:11:35.734 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-2, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:35.800 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:35.800 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:35.801 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 135 due to node -1 being disconnected (elapsed time since creation: 9ms, elapsed time since send: 9ms, request timeout: 30000ms)
22-12-2023 09:11:35.801 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:35.801 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 121 due to node -1 being disconnected (elapsed time since creation: 9ms, elapsed time since send: 9ms, request timeout: 30000ms)
22-12-2023 09:11:35.801 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:35.841 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-2, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:35.842 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-2, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 138 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:35.842 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-2, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:35.904 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:35.904 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 122 due to node -1 being disconnected (elapsed time since creation: 3ms, elapsed time since send: 3ms, request timeout: 30000ms)
22-12-2023 09:11:35.905 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:35.919 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:35.920 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 136 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:35.920 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:35.950 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-2, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:35.950 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-2, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 139 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:35.950 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-2, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.012 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.012 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 123 due to node -1 being disconnected (elapsed time since creation: 3ms, elapsed time since send: 3ms, request timeout: 30000ms)
22-12-2023 09:11:36.012 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.027 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.027 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 137 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:36.028 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.058 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-2, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.059 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-2, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 140 due to node -1 being disconnected (elapsed time since creation: 1ms, elapsed time since send: 1ms, request timeout: 30000ms)
22-12-2023 09:11:36.059 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-2, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.121 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.121 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 124 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:36.121 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.136 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.136 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 138 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:36.136 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.167 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-2, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.168 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-2, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 141 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:36.168 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-2, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.231 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.231 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 125 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:36.231 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.246 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.246 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 139 due to node -1 being disconnected (elapsed time since creation: 1ms, elapsed time since send: 1ms, request timeout: 30000ms)
22-12-2023 09:11:36.247 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.278 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-2, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.278 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-2, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 142 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:36.278 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-2, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.342 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.342 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 126 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:36.342 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.356 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.357 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 140 due to node -1 being disconnected (elapsed time since creation: 3ms, elapsed time since send: 3ms, request timeout: 30000ms)
22-12-2023 09:11:36.357 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.389 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-2, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.390 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-2, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 143 due to node -1 being disconnected (elapsed time since creation: 5ms, elapsed time since send: 5ms, request timeout: 30000ms)
22-12-2023 09:11:36.391 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-2, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.450 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.451 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 127 due to node -1 being disconnected (elapsed time since creation: 3ms, elapsed time since send: 3ms, request timeout: 30000ms)
22-12-2023 09:11:36.451 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.465 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.465 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 141 due to node -1 being disconnected (elapsed time since creation: 3ms, elapsed time since send: 3ms, request timeout: 30000ms)
22-12-2023 09:11:36.466 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.497 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-2, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.498 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-2, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 144 due to node -1 being disconnected (elapsed time since creation: 3ms, elapsed time since send: 3ms, request timeout: 30000ms)
22-12-2023 09:11:36.498 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-2, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.560 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.561 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 128 due to node -1 being disconnected (elapsed time since creation: 4ms, elapsed time since send: 4ms, request timeout: 30000ms)
22-12-2023 09:11:36.561 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.574 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.575 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 142 due to node -1 being disconnected (elapsed time since creation: 3ms, elapsed time since send: 3ms, request timeout: 30000ms)
22-12-2023 09:11:36.575 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.605 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-2, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.607 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-2, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 145 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:36.607 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-2, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.668 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.669 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 129 due to node -1 being disconnected (elapsed time since creation: 4ms, elapsed time since send: 4ms, request timeout: 30000ms)
22-12-2023 09:11:36.669 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.683 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.683 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 143 due to node -1 being disconnected (elapsed time since creation: 3ms, elapsed time since send: 3ms, request timeout: 30000ms)
22-12-2023 09:11:36.684 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.713 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-2, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.714 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-2, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 146 due to node -1 being disconnected (elapsed time since creation: 2ms, elapsed time since send: 2ms, request timeout: 30000ms)
22-12-2023 09:11:36.714 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-2, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.776 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.777 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 130 due to node -1 being disconnected (elapsed time since creation: 4ms, elapsed time since send: 4ms, request timeout: 30000ms)
22-12-2023 09:11:36.777 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
22-12-2023 09:11:36.791 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.handleDisconnections - [Consumer clientId=consumer-group_id-1, groupId=group_id] Node -1 disconnected.
22-12-2023 09:11:36.791 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.apache.kafka.clients.NetworkClient.cancelInFlightRequests - [Consumer clientId=consumer-group_id-1, groupId=group_id] Cancelled in-flight API_VERSIONS request with correlation id 144 due to node -1 being disconnected (elapsed time since creation: 3ms, elapsed time since send: 3ms, request timeout: 30000ms)
22-12-2023 09:11:36.791 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient.handleServerDisconnect - [Consumer clientId=consumer-group_id-1, groupId=group_id] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
